# This data is brightness observations of selected
# Starlink v1.5 satellites by the Pomenis observatory
# All data was collected at Mount Lemmon, Arizona
# (32.4434° N, 110.7881° W)
# All observations in this data correspond to
# satellites with the same brightness configuration
# A list of satellites with this brightness configuration
# is given in brightness_config_list.csv
# See Satellite Optical Brightness (Fankhauser et. al 2023)
# for more information
#
# ------------ Units -----------------
# Observation Time : UTC
# Satellite Height : kilometers
# Satellite Altitude : degrees (HCS)
# Satellite Azimuth : degrees (HCS)

observation_time,satellite_height,satellite_altitude,satellite_azimuth,ab_magnitude
2022-05-28T11:22:19,542.0083132,20.69756706,330.420716,7.677709096
2022-06-01T10:54:15,583.235945,27.77844888,48.1988721,6.192880886
2022-06-01T11:03:13,539.9464447,47.72221262,93.8948902,6.442572982
2022-06-01T11:08:09,539.8609906,62.31296534,124.3309763,6.406759387
2022-06-01T10:56:17,539.6103754,40.33566586,164.9766542,5.964596465
2022-06-02T10:52:08,581.955573,36.67338391,81.44961691,7.019262912
2022-06-02T10:15:15,539.482706,28.45872633,129.8365743,7.595980722
2022-06-02T11:18:35,541.3366669,25.56979232,310.0040021,7.107070953
2022-06-02T10:49:04,540.5883189,52.39966556,77.92492209,6.087074436
2022-06-03T03:51:00,541.0096845,38.14268778,153.5177015,4.896076302
2022-06-03T04:38:42,542.1776955,55.13420676,39.3725336,7.316945298
2022-06-03T04:06:57,542.1630611,22.50785959,73.0089475,8.702798832
2022-06-03T04:34:53,540.9895065,23.58608019,236.1893807,7.706987687
2022-06-03T04:30:26,542.7077913,21.12077885,45.42907788,6.083974214
2022-06-03T03:55:34,542.3869523,20.336201,61.68605875,6.218064698
2022-06-03T04:11:19,542.5045094,30.47912362,46.59027535,7.319849404
2022-06-03T03:45:36,541.360171,79.40089609,202.042278,5.413334576
2022-06-03T03:25:29,541.0956769,45.87359817,202.7127883,6.188869612
2022-06-03T03:53:04,540.6804511,24.16336948,217.4696964,7.99618475
2022-06-03T03:35:43,541.2040738,37.18919968,240.5519002,7.071277712
2022-06-03T03:31:19,540.7669383,37.07775521,196.8832468,5.798081747
2022-06-03T03:33:45,541.5341104,57.84624182,112.1356097,4.686733256
